"","UserID","First_TransDate_Ca","Total_Stakes_Ca","Max_Stakes_Ca","Mean_Stakes_Ca","Total_Winnings_Ca","Max_Winnings_Ca","Mean_Winnings_Ca","Total_Bets_Ca","Length_Play_Ca","LastDay_Ca","No_Days_Played_Ca","No_Months_Played_Ca","Most_Played_Month_Ca","MostPlayed_Day_Ca","Stakes_Last_Day_Ca","Winnings_Last_Day_Ca","Bets_Last_Day_Ca","Profit_Ca"
"205",1326921,2005-02-26,17.2,12.25,4.3,9.2,9.25,2.3,24,171,2005-08-16,4,3,"2","Saturday",3,0,3,8
"206",1326922,2005-06-24,60,25,15,50,25,12.5,15,47,2005-08-10,4,2,"6","Friday",22.5,15,5,10
"207",1326931,2005-03-12,307.5,133,43.9,271.5,140.5,38.8,25,47,2005-04-28,7,2,"3","Saturday",36,22,2,36
"208",1326932,2005-02-05,3613.5,1162.5,190.2,3549,1168.5,186.8,1113,41,2005-03-18,19,2,"3","Friday",310,240,62,64.5
"209",1326954,2005-02-08,531,291,265.5,512,321,256,90,1,2005-02-09,2,1,"2","Tuesday",240,191,41,19
"210",1326959,2005-02-15,9407,1986,285.1,9252.5,1669.5,280.4,142,187,2005-08-21,32,6,"7","Saturday",0,0,1,154.5
"211",1326986,2005-02-19,6833.9,2512.54,976.3,6190,2369.25,884.3,9738,9,2005-02-28,7,1,"2","Monday",518.49,450.02,1154,643.9
"212",1326990,2005-05-05,17,17,17,6,6,6,13,0,2005-05-05,1,1,"5","Thursday",17,6,13,11
"213",1326991,2005-05-10,15,10,7.5,0,0,0,3,3,2005-05-13,2,1,"5","Friday",10,0,2,15
"214",1327001,2005-03-04,233.5,88.5,46.7,198.8,77.75,39.8,356,79,2005-05-22,5,2,"3","Sunday",5,4,5,34.7
"215",1327005,2005-02-02,571.8,318.3,114.4,516.9,316.4,103.4,901,155,2005-07-07,5,3,"2","Thursday",16.5,6.5,58,54.9
"216",1327009,2005-07-05,327,259,21.8,322,264,21.5,23,73,2005-09-16,15,3,"7","Friday",0,0,3,5
"217",1327015,2005-07-24,2247,934,140.4,2275.5,1076,142.2,63,50,2005-09-12,16,3,"8","Monday",54,39,6,-28.5
"218",1327019,2005-08-08,11.2,6,3.8,2,2,0.7,5,4,2005-08-12,3,1,"8","Friday",6,2,1,9.2
"219",1327027,2005-02-04,25775.5,16515,3682.2,25274.5,16299,3610.6,3152,82,2005-04-27,7,2,"2","Friday",0.45,0,1,501
"220",1327038,2005-08-08,53,47,26.5,32,32,16,15,34,2005-09-11,2,2,"8","Monday",47,32,13,21
"221",1327053,2005-07-06,22,22,22,13,13,13,23,0,2005-07-06,1,1,"7","Wednesday",22,13,23,9
"222",1327063,2005-02-02,138.4,81.4491,27.7,148.4,82.45,29.7,14,239,2005-09-29,5,3,"2","Friday",81.4491,82.45,5,-10
"223",1327070,2005-02-13,46.5,38,23.2,31.5,30,15.8,22,5,2005-02-18,2,1,"2","Friday",8.5,1.5,9,15
"224",1327083,2005-02-04,400.8,199.5,66.8,396.8,155.25,66.1,11,5,2005-02-09,6,1,"2","Friday",0,0,1,4
"225",1327091,2005-03-03,15,9,7.5,8,5,4,15,7,2005-03-10,2,1,"3","Thursday",9,3,9,7
"226",1327092,2005-09-29,157,80,78.5,82,60,41,87,1,2005-09-30,2,1,"9","Friday",80,60,43,75
"227",1327095,2005-02-24,5,2,1.7,0,0,0,3,37,2005-04-02,3,2,"2","Friday",2,0,1,5
"228",1327104,2005-02-02,65748.5,9648,730.5,63592.2,10350.05,706.6,1808,197,2005-08-18,80,7,"4","Thursday",0,0,4,2156.3
"229",1327141,2005-02-02,68400.2,6500,1179.3,60705.2,5363.5,1046.6,4528,235,2005-09-25,58,8,"2","Sunday",6158,5175,86,7695
"230",1327176,2005-02-06,49,26,4.9,22,14,2.2,26,149,2005-07-05,10,4,"2","Thursday",16,14,4,27
"231",1327179,2005-03-07,33832.7,4518,512.6,33275.3,3958,504.2,310,139,2005-07-24,66,5,"4","Friday",24,18,2,557.399999999994
"232",1327181,2005-02-10,551.5,159.5,55.1,479.5,108,48,142,125,2005-06-15,10,4,"2","Saturday",10,20,5,72
"233",1327214,2005-02-09,176,80,29.3,155.5,73,25.9,176,6,2005-02-15,6,1,"2","Friday",2,2,2,20.5
"234",1327234,2005-09-13,0,0,0,0,0,0,2,0,2005-09-13,1,1,"9","Tuesday",0,0,2,0
"235",1327236,2005-02-04,102.2,102.25,102.2,93.2,93.25,93.2,182,0,2005-02-04,1,1,"2","Friday",102.25,93.25,182,9
"236",1327238,2005-07-23,696,472,232,653,425,217.7,248,49,2005-09-10,3,2,"7","Saturday",29,14,19,43
"237",1327241,2005-05-17,59.4,59.4,59.4,38.7,38.7141,38.7,5,0,2005-05-17,1,1,"5","Tuesday",59.4,38.7141,5,20.7
"238",1327253,2005-02-19,11.2,11.15,11.2,4.5,4.45,4.5,2,0,2005-02-19,1,1,"2","Saturday",11.15,4.45,2,6.7
"239",1327257,2005-06-07,320,270,160,220,160,110,20,1,2005-06-08,2,1,"6","Tuesday",270,160,15,100
"240",1327258,2005-02-14,7435.6,3043,619.6,7282.2,3104,606.9,2473,213,2005-09-15,12,4,"2","Thursday",1008,952,465,153.400000000001
"241",1327274,2005-02-03,4,4,4,0,0,0,4,0,2005-02-03,1,1,"2","Thursday",4,0,4,4
"242",1327281,2005-02-07,58.5,58.5,58.5,42,42,42,37,0,2005-02-07,1,1,"2","Monday",58.5,42,37,16.5
"243",1327307,2005-02-06,3885,1191.5,215.8,3678.5,1125,204.4,3283,230,2005-09-24,18,4,"3","Monday",1191.5,1125,1135,206.5
"244",1327343,2005-02-02,0,0,0,0,0,0,1,0,2005-02-02,1,1,"2","Wednesday",0,0,1,0
"245",1327370,2005-04-17,2161.5,311,113.8,2097.8,333,110.4,265,103,2005-07-29,19,4,"5","Friday",33,36,7,63.6999999999998
"246",1327378,2005-03-03,3050.4,1691,169.5,2828.8,1630,157.2,289,125,2005-07-06,17,5,"3","Friday",15.1998,5.06,4,221.6
"247",1327382,2005-05-03,26,26,26,20,20,20,6,0,2005-05-03,1,1,"5","Tuesday",26,20,6,6
"248",1327398,2005-02-02,5681,831.5,177.5,5597.5,912.5,174.9,2324,238,2005-09-28,32,8,"2","Wednesday",400,376.5,208,83.5
"249",1327415,2005-02-25,114,74,57,115.5,69.5,57.8,92,13,2005-03-10,2,2,"2","Friday",40,46,17,-1.5
"250",1327419,2005-02-04,151,151,151,127.5,127.5,127.5,40,0,2005-02-04,1,1,"2","Friday",151,127.5,40,23.5
"251",1327433,2005-02-02,4247.6,916.82,202.3,3988.6,909.34,189.9,9677,45,2005-03-19,21,2,"2","Friday",0.04,0,4,259
"252",1327443,2005-09-25,96067.5,38350,16011.2,94217.5,39967.5,15702.9,5121,5,2005-09-30,6,1,"9","Friday",20222.5,17060,329,1850
"253",1327447,2005-02-02,36,11,9,20,10,5,7,7,2005-02-09,4,1,"2","Wednesday",10,0,1,16
"254",1327465,2005-02-12,5,5,5,0,0,0,1,0,2005-02-12,1,1,"2","Saturday",5,0,1,5
"255",1327474,2005-02-02,63,62,31.5,42,42,21,3,3,2005-02-05,2,1,"2","Saturday",1,0,1,21
"256",1327489,2005-02-18,1018.5,226,92.6,984.5,223,89.5,68,215,2005-09-21,11,3,"2","Friday",11,5,9,34
"257",1327497,2005-02-03,1028,478,257,960,577,240,12,12,2005-02-15,4,1,"2","Friday",270,218,1,68
"258",1327498,2005-02-09,11321,5734,1029.2,9990.5,5343,908.2,1664,138,2005-06-27,11,2,"6","Thursday",716,630,127,1330.5
"259",1327506,2005-02-02,211.2,192.25,105.6,188.2,173.75,94.1,185,1,2005-02-03,2,1,"2","Thursday",192.25,173.75,166,23
"260",1327530,2005-02-02,75.5,40,37.8,59,32.5,29.5,66,1,2005-02-03,2,1,"2","Thursday",40,26.5,38,16.5
"261",1327535,2005-05-21,63.3,49.78,31.6,50,28.25,25,239,7,2005-05-28,2,1,"5","Saturday",49.78,21.78,189,13.3
"262",1327537,2005-02-07,621,119,36.5,560.5,117,33,206,235,2005-09-30,17,4,"9","Friday",41,25.5,22,60.5
"263",1327567,2005-05-28,77.5,77.5,77.5,71,71,71,68,0,2005-05-28,1,1,"5","Saturday",77.5,71,68,6.5
"264",1327581,2005-02-18,0,0,0,0,0,0,12,80,2005-05-09,3,3,"2","Friday",0,0,2,0
"265",1327583,2005-03-18,21817,10650,1363.6,23000,12250,1437.5,124,96,2005-06-22,12,4,"3","Thursday",370,381.5,2,-1183
"266",1327608,2005-03-29,50,50,50,32,32,32,8,0,2005-03-29,1,1,"3","Tuesday",50,32,8,18
"267",1327613,2005-07-08,20,20,20,0,0,0,10,0,2005-07-08,1,1,"7","Friday",20,0,10,20
"268",1327614,2005-02-02,156.5,156.5,156.5,116.5,116.5,116.5,88,0,2005-02-02,1,1,"2","Wednesday",156.5,116.5,88,40
"269",1327618,2005-03-23,1467.5,1318.5,366.9,1527,1421,381.8,356,5,2005-03-28,4,1,"3","Monday",19,10,4,-59.5
"270",1327627,2005-02-02,54,53.96,54,62.6,62.56,62.6,47,0,2005-02-02,1,1,"2","Wednesday",53.96,62.56,47,-8.6
"271",1327657,2005-02-02,68415.5,67781,34207.8,67250,66695,33625,929,187,2005-08-08,2,2,"2","Monday",67781,66695,927,1165.5
"272",1327664,2005-05-19,1193,538.75,298.2,1012,474.25,253,735,87,2005-08-14,4,3,"5","Sunday",135,90,12,181
"273",1327667,2005-02-12,224,214,112,259.5,259.5,129.8,36,1,2005-02-13,2,1,"2","Saturday",10,0,1,-35.5
"274",1327670,2005-02-02,58.6,54.25,19.5,31.8,31.25,10.6,149,211,2005-09-01,3,2,"2","Sunday",54.25,31.25,129,26.8
"275",1327688,2005-02-03,37,37,37,28,28,28,37,0,2005-02-03,1,1,"2","Thursday",37,28,37,9
"276",1327693,2005-02-02,1165.5,591.5,582.8,1076,544,538,914,6,2005-02-08,2,1,"2","Tuesday",574,544,387,89.5
"277",1327699,2005-02-02,34072,7717,2839.3,33380.5,7548.5,2781.7,2675,86,2005-04-29,12,2,"2","Thursday",902,742,78,691.5
"278",1327700,2005-02-09,3850,1840,550,3414.5,1807,487.8,933,75,2005-04-25,7,3,"2","Wednesday",20,0,4,435.5
"279",1327704,2005-02-05,2802,317,87.6,2755,298.5,86.1,2462,61,2005-04-07,32,3,"3","Sunday",237,226,65,47
"280",1327707,2005-02-03,140,86,35,142.5,76.5,35.6,7,28,2005-03-03,4,2,"2","Thursday",0,0,1,-2.5
"281",1327709,2005-02-10,40642,5035.5,1016,39833,4763.5,995.8,19189,132,2005-06-22,40,5,"3","Thursday",0,0,0,809
"282",1327714,2005-02-08,18612.5,1963.5,305.1,18012,2126.5,295.3,3402,181,2005-08-08,52,5,"3","Thursday",67,29,2,600.5
"283",1327717,2005-02-06,21,21,21,11,11,11,9,0,2005-02-06,1,1,"2","Sunday",21,11,9,10
"284",1327729,2005-04-25,460.4,129.49,51.2,410.4,109.49,45.6,2785,148,2005-09-20,9,3,"8","Friday",24.56,17.56,223,50
"285",1327737,2005-03-17,8,8,4,6.5,6.5,3.2,28,97,2005-06-22,2,2,"3","Thursday",0,0,0,1.5
"286",1327740,2005-09-18,455,153,65,419.5,131.5,59.9,454,12,2005-09-30,7,1,"9","Monday",7,4,7,35.5
"287",1327743,2005-02-02,6813.2,4721.75,851.7,6599.1,4621.9,824.9,568,29,2005-03-03,8,2,"2","Thursday",18,12,1,214.099999999999
"288",1327749,2005-09-25,6,6,6,0,0,0,2,0,2005-09-25,1,1,"9","Sunday",6,0,2,6
"289",1327752,2005-02-15,1354,1349,451.3,1354,1351.5,451.3,286,12,2005-02-27,3,1,"2","Saturday",1,0,1,0
"290",1327753,2005-04-07,286,261,71.5,246.5,231.5,61.6,99,156,2005-09-10,4,2,"9","Thursday",13,4,5,39.5
"291",1327755,2005-02-05,123,53,17.6,96,48.5,13.7,85,38,2005-03-15,7,2,"3","Saturday",13,16,13,27
"292",1327771,2005-02-02,6150.1,4829.72,559.1,5889.7,4722.5,535.4,123,70,2005-04-13,10,3,"2","Monday",5,0,1,260.400000000001
"293",1327790,2005-03-22,84.2,84.25,84.2,74.2,74.25,74.2,212,0,2005-03-22,1,1,"3","Tuesday",84.25,74.25,212,10
"294",1327800,2005-02-17,800.6,710,400.3,650.6,612.5,325.3,164,19,2005-03-08,2,2,"2","Thursday",90.65,38.15,22,150
"295",1327816,2005-02-02,719,398,239.7,608.5,346,202.8,207,208,2005-08-29,3,3,"2","Monday",301,250.5,75,110.5
"296",1327820,2005-02-09,23.5,23.5,23.5,13.5,13.5,13.5,40,0,2005-02-09,1,1,"2","Wednesday",23.5,13.5,40,10
"297",1327853,2005-02-02,916,790.2,229,869,778.2,217.2,686,231,2005-09-21,4,2,"9","Wednesday",15,8,15,47
"298",1327868,2005-06-24,22,22,22,2,2,2,10,0,2005-06-24,1,1,"6","Friday",22,2,10,20
"299",1327872,2005-02-26,552.2,477.1886,276.1,406.2,379.2,203.1,103,7,2005-03-05,2,2,"2","Saturday",477.1886,379.2,6,146
"300",1327876,2005-02-07,172551.3,24905,2078.9,168827.8,24425,2034.1,15023,111,2005-05-29,83,4,"4","Monday",110,90,18,3723.5
"301",1327888,2005-03-09,12.5,12.5,12.5,7.5,7.5,7.5,13,0,2005-03-09,1,1,"3","Wednesday",12.5,7.5,13,5
"302",1327893,2005-09-05,90.5,90.5,90.5,85.5,85.5,85.5,63,0,2005-09-05,1,1,"9","Monday",90.5,85.5,63,5
"303",1327895,2005-02-21,1407,756,281.4,1279,721,255.8,304,103,2005-06-04,5,4,"5","Monday",72,42,14,128
"304",1327900,2005-02-02,1484.8,873.75,212.1,1354.3,887.5964,193.5,12,125,2005-06-07,7,3,"3","Monday",82.45,48.9,2,130.5
"305",1327912,2005-02-02,12409.3,3171.418,354.6,11173.5,3037.2,319.2,647,239,2005-09-29,34,8,"2","Monday",20.7984,6.75,1,1235.8
"306",1327917,2005-03-03,10,10,10,6,6,6,10,0,2005-03-03,1,1,"3","Thursday",10,6,10,4
"307",1327922,2005-02-03,8.4,4.25,1.2,8.1,5,1.2,285,40,2005-03-15,7,2,"3","Tuesday",0,0,2,0.300000000000001
"308",1327929,2005-02-02,318.8,258.75,63.8,262,227.5,52.4,43,140,2005-06-22,4,2,"2","Friday",0,0,0,56.8
"309",1327936,2005-02-02,18611.2,6535,1550.9,17789.5,6280,1482.5,2397,29,2005-03-03,12,2,"2","Thursday",458,378,108,821.700000000001
"310",1327950,2005-03-16,1679.5,810.5,559.8,1696.5,763,565.5,8,3,2005-03-19,3,1,"3","Friday",293,248.5,1,-17
"311",1327951,2005-02-02,848.8,459,282.9,817.8,368,272.6,98,4,2005-02-06,3,1,"2","Sunday",459,368,12,31
"312",1327959,2005-02-02,12.5,12.5,12.5,8.5,8.5,8.5,35,0,2005-02-02,1,1,"2","Wednesday",12.5,8.5,35,4
"313",1327968,2005-07-31,963.5,959,481.8,920.2,917.75,460.1,436,2,2005-08-02,2,2,"7","Sunday",4.5,2.5,15,43.3
"314",1327985,2005-02-03,116,116,116,36,36,36,2,0,2005-02-03,1,1,"2","Thursday",116,36,2,80
"315",1328005,2005-08-18,8,8,8,3,3,3,8,0,2005-08-18,1,1,"8","Thursday",8,3,8,5
"316",1328006,2005-02-14,205,102,68.3,187,98,62.3,168,53,2005-04-08,3,3,"2","Friday",87,70.5,78,18
"317",1328015,2005-02-18,647.4,229,58.9,620.2,191.25,56.4,497,144,2005-07-12,11,5,"2","Tuesday",4,0,2,27.1999999999999
"318",1328028,2005-04-24,427.5,339.4998,213.7,366,312,183,7,1,2005-04-25,2,1,"4","Monday",88,54,2,61.5
"319",1328036,2005-02-02,963,963,963,931,931,931,863,0,2005-02-02,1,1,"2","Wednesday",963,931,863,32
"320",1328039,2005-02-20,1435,1435,1435,1307.5,1307.5,1307.5,115,0,2005-02-20,1,1,"2","Sunday",1435,1307.5,115,127.5
"321",1328058,2005-02-04,1677.5,566,98.7,1582,546,93.1,819,219,2005-09-11,17,4,"3","Monday",9,0,4,95.5
"322",1328060,2005-02-23,113,113,113,75.5,75.5,75.5,113,0,2005-02-23,1,1,"2","Wednesday",113,75.5,113,37.5
"323",1328080,2005-09-28,67,67,67,55.5,55.5,55.5,67,0,2005-09-28,1,1,"9","Wednesday",67,55.5,67,11.5
"324",1328111,2005-02-06,1681,1549.25,840.5,1457.2,1354.43,728.6,3168,1,2005-02-07,2,1,"2","Monday",1549.25,1354.43,2881,223.8
"325",1328112,2005-02-02,635,312,127,655,314,131,202,4,2005-02-06,5,1,"2","Friday",17,0,3,-20
"326",1328130,2005-04-16,4.8,4.75,4.8,0.8,0.75,0.8,7,0,2005-04-16,1,1,"4","Saturday",4.75,0.75,7,4
"327",1328144,2005-02-26,1.5,1.5,1.5,1,1,1,3,0,2005-02-26,1,1,"2","Saturday",1.5,1,3,0.5
"328",1328151,2005-02-04,4,4,0.4,0,0,0,17,31,2005-03-07,9,2,"2","Saturday",0,0,2,4
"329",1328181,2005-04-20,87,61,29,71,60,23.7,31,2,2005-04-22,3,1,"4","Friday",5,2,5,16
"330",1328213,2005-02-03,76635.7,20383.25,4508,74296.4,21202,4370.4,164,236,2005-09-27,17,6,"3","Monday",2260,2010.5,4,2339.3
"331",1328222,2005-03-16,6932.3,1130,223.6,6791.2,1202.5,219.1,796,196,2005-09-28,30,4,"8","Wednesday",45,60,7,141.1
"332",1328223,2005-09-04,3,3,3,0,0,0,1,0,2005-09-04,1,1,"9","Sunday",3,0,1,3
"333",1328231,2005-04-29,1464.5,1331.5,732.2,1379.5,1274.5,689.8,784,2,2005-05-01,2,2,"4","Friday",1331.5,1274.5,757,85
"334",1328248,2005-02-02,1395,1231,697.5,1227.5,1155.5,613.8,74,1,2005-02-03,2,1,"2","Thursday",164,72,6,167.5
"335",1328284,2005-03-07,6,6,6,4,4,4,6,0,2005-03-07,1,1,"3","Monday",6,4,6,2
"336",1328285,2005-02-03,50.9,50.93,50.9,31.9,31.93,31.9,41,0,2005-02-03,1,1,"2","Thursday",50.93,31.93,41,19
"337",1328302,2005-05-24,2,2,2,0,0,0,2,0,2005-05-24,1,1,"5","Tuesday",2,0,2,2
"338",1328322,2005-02-02,1308.9,633.52,218.1,1168.9,543.27,194.8,4736,11,2005-02-13,6,1,"2","Saturday",633.52,543.27,2168,140
"339",1328337,2005-06-23,68.1,30.36,17,34.2,16,8.5,654,72,2005-09-03,4,2,"6","Friday",9.5,2.57,48,33.9
"340",1328342,2005-02-02,153,153,153,132,132,132,203,0,2005-02-02,1,1,"2","Wednesday",153,132,203,21
"341",1328354,2005-02-04,6,5,3,0,0,0,5,11,2005-02-15,2,1,"2","Friday",1,0,4,6
"342",1328368,2005-04-27,0,0,0,0,0,0,7,0,2005-04-27,1,1,"4","Wednesday",0,0,7,0
"343",1328386,2005-08-27,165,165,165,120,120,120,15,0,2005-08-27,1,1,"8","Saturday",165,120,15,45
"344",1328416,2005-02-03,197,194,98.5,177.5,177.5,88.8,43,1,2005-02-04,2,1,"2","Friday",3,0,3,19.5
"345",1328419,2005-02-02,197.2,55,32.9,187.2,43,31.2,161,39,2005-03-13,6,2,"2","Thursday",42.5,43,39,10
"346",1328481,2005-02-06,1296,577,185.1,1206,737,172.3,378,101,2005-05-18,7,3,"3","Friday",191,132,30,90
"347",1328505,2005-02-07,208.8,182,41.8,186.3,182.525,37.3,9,147,2005-07-04,5,4,"3","Monday",2.75,3.75,3,22.5
"348",1328511,2005-03-11,29,21,7.2,20,17,5,29,135,2005-07-24,4,2,"3","Sunday",2,0,2,9
"349",1328522,2005-06-30,62.2,28,20.8,51.2,36,17.1,66,11,2005-07-11,3,2,"7","Monday",16,7,16,11
"350",1328524,2005-02-13,370,161,92.5,354,148.5,88.5,327,3,2005-02-16,4,1,"2","Monday",18,6,10,16
"351",1328527,2005-02-05,85,85,42.5,78.5,78.5,39.2,5,13,2005-02-18,2,1,"2","Friday",0,0,1,6.5
"352",1328534,2005-02-04,36995.8,6696,637.9,36357.5,6591,626.9,9479,238,2005-09-30,51,7,"2","Saturday",79,86,72,638.300000000003
"353",1328537,2005-02-03,10,10,10,0,0,0,2,0,2005-02-03,1,1,"2","Thursday",10,0,2,10
"354",1328592,2005-02-07,210,119.5,52.5,179.9,99.95,45,563,5,2005-02-12,4,1,"2","Friday",119.5,99.95,315,30.1
"355",1328636,2005-02-04,4103,2423,2051.5,4020.5,2358,2010.2,617,4,2005-02-08,2,1,"2","Friday",2423,2358,281,82.5
"356",1328639,2005-02-03,63114.1,27794,3506.3,62015,26944.5,3445.3,3786,237,2005-09-28,18,4,"2","Tuesday",40,22.5,4,1099.1
"357",1328660,2005-02-03,332.7,332.69,332.7,258.8,258.79,258.8,5,0,2005-02-03,1,1,"2","Thursday",332.69,258.79,5,73.9
"358",1328683,2005-02-04,89,89,89,79.5,79.5,79.5,89,0,2005-02-04,1,1,"2","Friday",89,79.5,89,9.5
"359",1328686,2005-02-15,3013.5,854.5,251.1,2703.5,654,225.3,405,192,2005-08-26,12,4,"4","Monday",0.5,0,1,310
"360",1328704,2005-02-09,1046,558,209.2,1040.5,668.5,208.1,74,13,2005-02-22,5,1,"2","Tuesday",111,83,9,5.5
"361",1328729,2005-03-13,24467,12894,2038.9,24861.5,13642.5,2071.8,52,151,2005-08-11,12,3,"3","Thursday",221,171,3,-394.5
"362",1328736,2005-02-05,9355.5,6931,1871.1,8791.5,6730,1758.3,597,149,2005-07-04,5,2,"2","Sunday",902.5,808.5,42,564
"363",1328766,2005-02-04,1243.8,428.45,73.2,1455,613.55,85.6,98,237,2005-09-29,15,6,"2","Wednesday",29.3,2.3,2,-211.2
"364",1328771,2005-02-03,521,305,260.5,454.5,264.5,227.2,77,11,2005-02-14,2,1,"2","Monday",305,264.5,36,66.5
"365",1328775,2005-03-08,2,2,2,2.5,2.5,2.5,2,0,2005-03-08,1,1,"3","Tuesday",2,2.5,2,-0.5
"366",1328805,2005-02-11,93,56,31,74,46,24.7,6,209,2005-09-08,3,2,"2","Friday",56,46,1,19
"367",1328813,2005-02-03,3870.5,727.5,351.9,3904.5,699.5,355,38,228,2005-09-19,11,3,"9","Thursday",198,131,4,-34
"368",1328838,2005-04-19,47885.5,13230,1451.1,45643.5,12315.98,1383.1,3054,164,2005-09-30,33,4,"7","Saturday",4,2,4,2242
"369",1328842,2005-08-17,65874,28915,4391.6,62508,27512.5,4167.2,47,40,2005-09-26,15,2,"9","Thursday",60.75,36,3,3366
"370",1328848,2005-02-03,3554.2,1367,1184.8,3113,1378,1037.7,41,1,2005-02-04,2,1,"2","Thursday",1367,654,1,441.2
"371",1328850,2005-02-03,3430.5,975,263.9,3583.5,977.5,275.7,1059,169,2005-07-22,13,2,"2","Friday",109.5,94.5,77,-153
"372",1328855,2005-02-03,1187,585,169.6,1139,563.5,162.7,613,177,2005-07-30,7,3,"5","Saturday",1,0,1,48
"373",1328856,2005-08-27,174,169,87,159,159,79.5,12,0,2005-08-27,1,1,"8","Saturday",174,159,12,15
"374",1328877,2005-06-28,0,0,0,0,0,0,13,0,2005-06-28,1,1,"6","Tuesday",0,0,13,0
"375",1328913,2005-02-07,461.8,167,77,413,130,68.8,56,228,2005-09-23,6,2,"9","Monday",167,104.5,31,48.8
"376",1328917,2005-08-09,760.7,506,253.6,702.8,483.5,234.2,167,3,2005-08-12,3,1,"8","Friday",167.7,135.75,78,57.9000000000001
"377",1328922,2005-07-14,118.5,64.5,23.7,110,62.5,22,115,54,2005-09-06,5,3,"7","Thursday",10,7,10,8.5
"378",1328934,2005-02-08,255,230,127.5,215,182.5,107.5,50,2,2005-02-10,2,1,"2","Thursday",25,32.5,4,40
"379",1328935,2005-02-12,7477.8,2240,325.1,7032.8,2221.5,305.8,2103,225,2005-09-25,23,6,"9","Wednesday",47,20,16,445
"380",1328938,2005-02-04,69.1,68,23,62,62,20.7,73,1,2005-02-05,2,1,"2","Friday",0.1497,0,1,7.09999999999999
"381",1328954,2005-02-20,15,10.5,7.5,11.8,9.5,5.9,26,40,2005-04-01,2,2,"2","Friday",4.5,2.25,8,3.2
"382",1328965,2005-06-21,39.8,13,8,27,10,5.4,125,11,2005-07-02,5,2,"6","Thursday",13,10,12,12.8
"383",1328987,2005-02-03,115.2,100,23.1,84.2,83.5,16.9,222,139,2005-06-22,5,2,"2","Friday",0,0,0,31
"384",1328988,2005-02-13,3516,762,219.8,3057.5,762,191.1,240,81,2005-05-05,16,4,"2","Thursday",45,45,5,458.5
"385",1328993,2005-02-03,180,110,60,158.5,124,52.8,90,45,2005-03-20,3,2,"2","Friday",33,20,1,21.5
"386",1328996,2005-09-02,1,1,1,0,0,0,1,0,2005-09-02,1,1,"9","Friday",1,0,1,1
"387",1329015,2005-02-07,644,570,161,602.5,522.5,150.6,191,33,2005-03-12,4,2,"2","Saturday",40,43,41,41.5
"388",1329020,2005-03-07,65,65,32.5,40.5,40.5,20.2,65,107,2005-06-22,2,2,"3","Monday",0,0,0,24.5
"389",1329050,2005-02-09,2420.9,270.3,78.1,2143.8,220.35,69.2,2003,224,2005-09-21,31,7,"2","Friday",86,83,34,277.1
"390",1329055,2005-03-11,3005,2161,1001.7,2861,2144,953.7,16,3,2005-03-14,3,1,"3","Friday",432,371,8,144
"391",1329087,2005-02-22,106.5,105,53.2,80,80,40,71,2,2005-02-24,2,1,"2","Thursday",105,80,69,26.5
"392",1329091,2005-09-20,5,5,5,0,0,0,1,0,2005-09-20,1,1,"9","Tuesday",5,0,1,5
"393",1329111,2005-03-04,39039.2,29666,1952,37922,29075.5,1896.1,2018,101,2005-06-13,19,4,"5","Friday",0,0,6,1117.2
"394",1329114,2005-05-28,26256.5,5661,1875.5,24266.8,5943.5,1733.3,4655,98,2005-09-03,14,3,"8","Saturday",322,246,49,1989.7
"395",1329122,2005-02-08,25,23,12.5,13,13,6.5,4,1,2005-02-09,2,1,"2","Tuesday",2,0,2,12
"396",1329123,2005-02-06,177.2,114.75,59.1,192.2,159.75,64.1,255,3,2005-02-09,3,1,"2","Sunday",38.5,28.5,68,-15
"397",1329129,2005-05-04,2,2,2,0,0,0,2,0,2005-05-04,1,1,"5","Wednesday",2,0,2,2
"398",1329133,2005-02-03,1040.2,760,208.1,937.8,661.5,187.6,550,46,2005-03-21,5,2,"3","Thursday",13,8,13,102.4
"399",1329136,2005-02-14,1335,290,121.4,1236,240,112.4,178,26,2005-03-12,11,2,"2","Wednesday",158,62.5,22,99
"400",1329152,2005-02-03,318.5,192,106.2,277,192,92.3,12,206,2005-08-28,3,2,"2","Sunday",192,192,3,41.5
"401",1329161,2005-02-06,11.5,11.5,11.5,4.5,4.5,4.5,44,0,2005-02-06,1,1,"2","Sunday",11.5,4.5,44,7
"402",1329173,2005-02-07,33,33,33,28.5,28.5,28.5,33,0,2005-02-07,1,1,"2","Monday",33,28.5,33,4.5
"403",1329180,2005-02-08,1,1,1,0,0,0,1,0,2005-02-08,1,1,"2","Tuesday",1,0,1,1
"404",1329193,2005-02-06,3681,1181.0997,334.6,4400.5,2641.4,400,210,195,2005-08-20,8,3,"2","Monday",322.7469,153.6,60,-719.5
"405",1329212,2005-02-15,30,30,30,24,24,24,3,0,2005-02-15,1,1,"2","Tuesday",30,24,3,6
"406",1329223,2005-08-15,95,95,95,80,80,80,3,0,2005-08-15,1,1,"8","Monday",95,80,3,15
"407",1329237,2005-02-19,202,167,101,162.5,124,81.2,132,142,2005-07-11,2,2,"2","Monday",35,38.5,35,39.5
"408",1329250,2005-02-04,86.5,41.5,28.8,75,38.5,25,78,3,2005-02-07,3,1,"2","Friday",5,5,5,11.5
"409",1329253,2005-03-23,4,4,4,2,2,2,14,0,2005-03-23,1,1,"3","Wednesday",4,2,14,2
