"","UserID","First_TransDate_Ga","Total_Stakes_Ga","Max_Stakes_Ga","Mean_Stakes_Ga","Total_Winnings_Ga","Max_Winnings_Ga","Mean_Winnings_Ga","Total_Bets_Ga","Length_Play_Ga","LastDay_Ga","No_Days_Played_Ga","No_Months_Played_Ga","Most_Played_Month_Ga","MostPlayed_Day_Ga","Stakes_Last_Day_Ga","Winnings_Last_Day_Ga","Bets_Last_Day_Ga","Profit_Ga"
"1685",1357075,2005-03-02,4,4,4,2,2,2,4,0,2005-03-02,1,1,"3","Wednesday",4,2,4,2
"1686",1357082,2005-02-22,68.1,64.0878,34,48.6,46.5936,24.3,39,2,2005-02-24,2,1,"2","Thursday",64.0878,46.5936,35,19.5
"1687",1357105,2005-02-20,786.6,541.0113,112.4,645.2,490.1608,92.2,350,21,2005-03-13,7,2,"3","Sunday",68.3642,77.6075,33,141.4
"1688",1357120,2005-06-01,606.7,470.71,75.8,567.9,441.13,71,198,54,2005-07-25,8,2,"6","Monday",2,0,2,38.8000000000001
"1689",1357151,2005-02-21,262.4,84,4.1,192.7,81.35,3,381,213,2005-09-22,57,8,"3","Monday",0.1,0.0825,1,69.7
"1690",1357189,2005-02-15,645.8,483.26,215.3,616.2,522.8805,205.4,95,1,2005-02-16,2,1,"2","Tuesday",106.22,84.2275,27,29.5999999999999
"1691",1357196,2005-05-01,92.8,64.8,18.6,83,59.94,16.6,102,9,2005-05-10,5,1,"5","Tuesday",13.5,11.1375,1,9.8
"1692",1357215,2005-02-23,147.9,147.583,49.3,424.7,424.4227,141.6,130,218,2005-09-29,3,3,"2","Friday",147.583,424.4227,127,-276.8
"1693",1357238,2005-02-26,4499.9,2695,409.1,4255.5,2599.02,386.9,371,121,2005-06-27,10,3,"3","Monday",6,5.06,6,244.4
"1694",1357269,2005-02-16,87.7,35.5,21.9,58.7,24.25,14.7,163,16,2005-03-04,4,2,"2","Friday",6.4897,1.7287,11,29
"1695",1357271,2005-05-16,11.5,5,2.9,7.8,3.75,1.9,19,90,2005-08-14,3,2,"5","Monday",4.5,3.75,9,3.7
"1696",1357278,2005-02-14,217.2,117.78,54.3,178.3,116.89,44.6,328,11,2005-02-25,4,1,"2","Friday",26.33,10.33,47,38.9
"1697",1357294,2005-02-14,1288.1,592.59,322,1035.9,467.66,259,366,212,2005-09-14,4,3,"2","Wednesday",18,14.85,3,252.2
"1698",1357380,2005-02-14,5.5,3,2.8,6.2,3.5,3.1,11,1,2005-02-15,2,1,"2","Monday",2.5,2.75,5,-0.7
"1699",1357396,2005-03-15,16,11.7994,8,5.4,4.7198,2.7,17,8,2005-03-23,2,1,"3","Tuesday",4.1888,0.649,7,10.6
"1700",1357423,2005-09-03,685,329,114.2,651.9,337.65,108.6,665,19,2005-09-22,6,1,"9","Friday",25,22.86,25,33.1
"1701",1357449,2005-03-14,2.3,0.8,0.5,1.9,0.66,0.4,5,46,2005-04-29,5,2,"3","Friday",0.1,0.0825,1,0.4
"1702",1357461,2005-02-17,76.6,35.0609,10.9,64.8,33.0116,9.3,128,133,2005-06-30,7,4,"2","Saturday",0.1,0.0825,1,11.8
"1703",1357500,2005-05-25,177.8,74.72,25.4,144.2,59.97,20.6,186,24,2005-06-18,7,2,"6","Saturday",11.89,11.57,16,33.6
"1704",1357590,2005-02-15,1,0.5,0.5,0.8,0.4125,0.4,2,56,2005-04-12,2,2,"2","Tuesday",0.5,0.4125,1,0.2
"1705",1357591,2005-05-22,40,40,40,20.6,20.61,20.6,40,0,2005-05-22,1,1,"5","Sunday",40,20.61,40,19.4
"1706",1357594,2005-04-05,121,18.82,6,100.3,25.43,5,174,73,2005-06-17,14,3,"4","Thursday",1,0,2,20.7
"1707",1357598,2005-02-14,661.5,389,220.5,526.8,278,175.6,1099,1,2005-02-15,2,1,"2","Monday",257.5,227.75,389,134.7
"1708",1357611,2005-02-15,67.2,38.6836,22.4,59,28.0543,19.7,70,220,2005-09-23,3,2,"2","Friday",3.0025,6.58,4,8.2
"1709",1357655,2005-02-28,15.6,14.6,7.8,4.6,4.6,2.3,7,6,2005-03-06,2,2,"2","Monday",14.6,4.6,6,11
"1710",1357680,2005-02-23,115.7,96.6743,57.8,92.6,76.8496,46.3,92,0,2005-02-23,1,1,"2","Wednesday",115.6743,92.6496,92,23.1
"1711",1357709,2005-02-18,5.4,5.432,5.4,3.5,3.4567,3.5,9,0,2005-02-18,1,1,"2","Friday",5.432,3.4567,9,1.9
"1712",1357724,2005-05-07,7,5,2.3,5.4,5.4,1.8,8,35,2005-06-11,3,2,"5","Saturday",1,0,1,1.6
"1713",1357725,2005-02-14,48.5,48.5,48.5,40.5,40.52,40.5,19,0,2005-02-14,1,1,"2","Monday",48.5,40.52,19,8
"1714",1357730,2005-07-12,2.5,2.4784,2.5,1.2,1.2392,1.2,4,0,2005-07-12,1,1,"7","Tuesday",2.4784,1.2392,4,1.3
"1715",1357736,2005-03-30,1.3,0.8,0.6,1.1,0.66,0.5,2,2,2005-04-01,2,2,"3","Friday",0.8,0.66,1,0.2
"1716",1357750,2005-02-14,0.5,0.5,0.5,0.4,0.4125,0.4,1,0,2005-02-14,1,1,"2","Monday",0.5,0.4125,1,0.1
"1717",1357786,2005-02-14,2128.8,930.4,425.8,1550,643.49,310,154,7,2005-02-21,4,1,"2","Monday",930.4,561.15,29,578.8
"1718",1357813,2005-02-25,145.6,44.64,20.8,145.9,49.49,20.8,180,175,2005-08-19,6,3,"8","Friday",18.5,13.07,35,-0.300000000000011
"1719",1357822,2005-02-18,31.5,31.5,31.5,22.9,22.95,22.9,28,0,2005-02-18,1,1,"2","Friday",31.5,22.95,28,8.6
"1720",1357827,2005-05-04,0.2,0.1,0.1,0.2,0.0825,0.1,2,1,2005-05-05,2,1,"5","Thursday",0.1,0.0825,1,0
"1721",1357951,2005-02-18,1.4,0.4,0.2,1.2,0.33,0.1,8,71,2005-04-30,8,3,"3","Saturday",0.1,0.0825,1,0.2
"1722",1357974,2005-02-15,993.4,463.3,26.1,874.9,424.36,23,441,186,2005-08-20,32,7,"3","Monday",0.1,0.0825,1,118.5
"1723",1357997,2005-04-15,0.2,0.2,0.2,0.2,0.165,0.2,2,0,2005-04-15,1,1,"4","Friday",0.2,0.165,2,0
"1724",1358001,2005-03-08,64.5,64.5,64.5,37.5,37.5,37.5,12,0,2005-03-08,1,1,"3","Tuesday",64.5,37.5,12,27
"1725",1358043,2005-02-16,397.1,131.7133,44.1,403.4,217.5299,44.8,101,69,2005-04-26,9,3,"2","Sunday",22.8182,0.7047,6,-6.29999999999995
"1726",1358071,2005-04-23,63.9,43.1,10.6,57.4,42.93,9.6,66,112,2005-08-13,5,3,"4","Saturday",12.25,8.5,23,6.5
"1727",1358090,2005-02-15,1,0.9876,1,0,0,0,2,0,2005-02-15,1,1,"2","Tuesday",0.9876,0,2,1
"1728",1358094,2005-02-16,1.2,1.2,1.2,1,0.99,1,1,0,2005-02-16,1,1,"2","Wednesday",1.2,0.99,1,0.2
"1729",1358141,2005-09-11,9.6,9.6079,9.6,3.6,3.6029,3.6,8,0,2005-09-11,1,1,"9","Sunday",9.6079,3.6029,8,6
"1730",1358163,2005-02-15,1507.8,303.75,32.1,1130.1,250,24,408,198,2005-09-01,39,8,"4","Sunday",20,0,1,377.7
"1731",1358165,2005-05-02,339.5,80.43,26.1,273.5,63.431,21,276,113,2005-08-23,13,3,"5","Monday",15.34,9.85,8,66
"1732",1358171,2005-02-14,1086.3,378.78,47.2,986.5,339.71,42.9,631,164,2005-07-28,19,4,"3","Monday",13.59,11.59,19,99.8
"1733",1358199,2005-02-26,4,4,4,0,0,0,2,0,2005-02-26,1,1,"2","Saturday",4,0,2,4
"1734",1358335,2005-02-17,58.2,57.1676,29.1,37.7,37.7237,18.9,57,0,2005-02-17,1,1,"2","Thursday",58.1676,37.7237,57,20.5
"1735",1358341,2005-02-26,31,23,7.8,32.1,15.09,8,18,5,2005-03-03,4,2,"2","Saturday",1,0,1,-1.1
"1736",1358364,2005-04-04,2,2,2,2,1.95,2,2,0,2005-04-04,1,1,"4","Monday",2,1.95,2,0
"1737",1358387,2005-05-11,682.9,200.33,97.6,734.8,250.3375,105,167,133,2005-09-21,7,3,"8","Wednesday",60.26,76.125,12,-51.9
"1738",1358402,2005-03-24,11,11.0185,11,3.4,3.3593,3.4,14,0,2005-03-24,1,1,"3","Thursday",11.0185,3.3593,14,7.6
"1739",1358409,2005-03-08,228.2,228.16,228.2,198.2,198.16,198.2,35,0,2005-03-08,1,1,"3","Tuesday",228.16,198.16,35,30
"1740",1358433,2005-06-15,13,13,13,4.2,4.18,4.2,11,0,2005-06-15,1,1,"6","Wednesday",13,4.18,11,8.8
"1741",1358471,2005-02-20,676.2,649,135.2,550.6,528.55,110.1,631,41,2005-04-02,5,3,"3","Sunday",0.2,0.165,1,125.6
"1742",1358489,2005-04-26,584.6,376.05,194.9,528.2,327.51,176.1,60,122,2005-08-26,3,2,"4","Friday",59,49.34,6,56.4
"1743",1358537,2005-02-19,26.2,16.71,5.2,26.1,17.93,5.2,33,9,2005-02-28,5,1,"2","Friday",0.5,0,1,0.0999999999999979
"1744",1358549,2005-02-20,15,15,15,5.2,5.2,5.2,22,0,2005-02-20,1,1,"2","Sunday",15,5.2,22,9.8
"1745",1358556,2005-03-15,48,13.5,6.9,46.8,17.5,6.7,59,156,2005-08-18,5,3,"5","Monday",21.5,27.5,18,1.2
"1746",1358605,2005-02-14,182,90,45.5,158,80,39.5,35,153,2005-07-17,4,3,"2","Sunday",6,6,2,24
"1747",1358620,2005-02-21,230.5,79,32.9,128.1,53.34,18.3,50,7,2005-02-28,6,1,"2","Monday",24,13,5,102.4
"1748",1358658,2005-06-11,2.6,1.6,1.3,1.5,1.48,0.7,2,80,2005-08-30,2,2,"6","Saturday",1.6,1.48,1,1.1
"1749",1358696,2005-02-26,124,73,24.8,107.8,65.96,21.6,124,25,2005-03-23,5,2,"2","Monday",26,18.22,26,16.2
"1750",1358715,2005-02-15,218.2,143.7644,109.1,137.6,80.791,68.8,121,1,2005-02-16,2,1,"2","Tuesday",74.4804,56.813,38,80.6
"1751",1358753,2005-02-15,22.1,15.11,7.4,15.2,13.2375,5.1,15,6,2005-02-21,3,1,"2","Monday",4,0,2,6.9
"1752",1358754,2005-05-09,10.6,3,1.3,4.3,2.475,0.5,15,112,2005-08-29,8,4,"8","Monday",2,0,2,6.3
"1753",1358808,2005-03-02,5,3,1.7,2.6,1.2375,0.9,7,11,2005-03-13,3,1,"3","Sunday",1.5,1.2375,3,2.4
"1754",1358853,2005-06-03,61,61,61,33.5,33.5,33.5,36,0,2005-06-03,1,1,"6","Friday",61,33.5,36,27.5
"1755",1358875,2005-02-14,7,7,7,0,0,0,7,0,2005-02-14,1,1,"2","Monday",7,0,7,7
"1756",1358888,2005-02-14,285.2,210.07,71.3,225.2,180.07,56.3,45,33,2005-03-19,3,2,"2","Monday",210.07,180.07,29,60
"1757",1358900,2005-07-19,49,25.4894,16.3,3.3,1.95,1.1,27,34,2005-08-22,3,2,"8","Friday",4.0212,0,3,45.7
"1758",1358930,2005-02-28,4,4,4,3.3,3.3,3.3,1,0,2005-02-28,1,1,"2","Monday",4,3.3,1,0.7
"1759",1358973,2005-03-11,3.3,1.5,0.8,2.7,1.2375,0.7,6,18,2005-03-29,4,1,"3","Friday",1.5,1.2375,3,0.6
"1760",1358985,2005-02-15,3,3,3,1,1,1,3,0,2005-02-15,1,1,"2","Tuesday",3,1,3,2
"1761",1359008,2005-03-19,198.5,85,33.1,131.1,64.5,21.9,255,169,2005-09-04,5,4,"4","Saturday",61,23.49,8,67.4
"1762",1359038,2005-02-15,96,34,9.6,83.2,32,8.3,132,211,2005-09-14,9,3,"2","Wednesday",0.5,0,1,12.8
"1763",1359061,2005-04-10,178.5,30,7.4,82.7,18,3.4,44,173,2005-09-30,24,6,"5","Thursday",4,0,1,95.8
"1764",1359080,2005-09-15,4,4,4,3.3,3.3,3.3,1,0,2005-09-15,1,1,"9","Thursday",4,3.3,1,0.7
"1765",1359084,2005-09-11,2931.6,2655.87,1465.8,3003.7,2690.766,1501.9,401,1,2005-09-12,2,1,"9","Monday",275.7,312.936,24,-72.0999999999999
"1766",1359111,2005-03-03,117.3,42.9992,29.3,60,18.8122,15,104,112,2005-06-23,2,2,"3","Thursday",51.8482,22.7201,27,57.3
"1767",1359166,2005-02-14,23.4,13.44,11.7,3.5,1.95,1.7,14,0,2005-02-14,1,1,"2","Monday",23.44,3.45,14,19.9
"1768",1359170,2005-02-14,471.4,335.26,78.6,392,289.26,65.3,148,175,2005-08-08,6,2,"2","Friday",14,10.83,17,79.4
"1769",1359172,2005-02-25,0.3,0.1,0.1,0.2,0.0825,0.1,3,182,2005-08-26,3,3,"2","Friday",0.1,0.0825,1,0.1
"1770",1359184,2005-03-08,4350.8,1990,181.3,3474.5,1093.88,144.8,771,205,2005-09-29,23,7,"4","Wednesday",814.16,809.9215,224,876.3
"1771",1359219,2005-02-14,243.7,79.6157,40.6,161.6,53.9506,26.9,122,17,2005-03-03,6,2,"2","Monday",79.6157,53.9506,22,82.1
"1772",1359223,2005-07-06,788.9,202.3,131.5,700.4,188.71,116.7,716,9,2005-07-15,6,1,"7","Friday",6,5.95,12,88.5
"1773",1359239,2005-02-20,4,4,4,2,1.95,2,4,0,2005-02-20,1,1,"2","Sunday",4,1.95,4,2
"1774",1359246,2005-02-25,3.1,1.6,1.6,2.6,1.32,1.3,3,4,2005-03-01,2,2,"2","Friday",1.5,1.2375,2,0.5
"1775",1359253,2005-02-21,1426.5,356,71.3,1325.6,367.625,66.3,1126,47,2005-04-09,15,3,"3","Thursday",363.4413,375.3353,90,100.9
"1776",1359308,2005-02-22,336,170.43,67.2,284.4,177.35,56.9,187,7,2005-03-01,5,2,"2","Tuesday",9.26,2,7,51.6
"1777",1359313,2005-02-15,16,16,16,10,10,10,16,0,2005-02-15,1,1,"2","Tuesday",16,10,16,6
"1778",1359348,2005-02-20,361.3,221,72.3,324.2,207.83,64.8,101,202,2005-09-10,5,3,"2","Monday",38,38,19,37.1
"1779",1359351,2005-02-15,816.7,608.7,81.7,765.4,594.7,76.5,230,47,2005-04-03,9,3,"3","Tuesday",10,0,5,51.3000000000001
"1780",1359367,2005-05-24,4.5,3.1939,1.5,1.1,1.0647,0.4,5,95,2005-08-27,3,3,"5","Tuesday",3.1939,1.0647,3,3.4
"1781",1359369,2005-04-17,1,1,1,0,0,0,1,0,2005-04-17,1,1,"4","Sunday",1,0,1,1
"1782",1359382,2005-02-19,277.6,80,17.4,253.2,76.05,15.8,297,82,2005-05-12,16,3,"2","Saturday",7.5,5.4,10,24.4
"1783",1359405,2005-02-15,1284,654.15,160.5,1105.6,568.63,138.2,520,17,2005-03-04,8,2,"2","Thursday",131.14,101.49,29,178.4
"1784",1359409,2005-02-19,52.3,32,6.5,43.1,26.4,5.4,13,62,2005-04-22,8,3,"3","Saturday",0.1,0.0825,1,9.2
"1785",1359421,2005-02-19,13.4,13.45,13.4,8.4,8.45,8.4,16,0,2005-02-19,1,1,"2","Saturday",13.45,8.45,16,5
"1786",1359434,2005-02-15,923.5,860.5,307.8,925.6,872.35,308.5,285,1,2005-02-16,2,1,"2","Tuesday",860.5,872.35,202,-2.10000000000002
"1787",1359469,2005-02-16,79.5,65,26.5,58.6,56.6,19.5,33,3,2005-02-19,2,1,"2","Saturday",77.5,58.6,31,20.9
"1788",1359478,2005-03-25,3.1,3.1445,3.1,2.6,2.5545,2.6,4,0,2005-03-25,1,1,"3","Friday",3.1445,2.5545,4,0.5
"1789",1359517,2005-09-18,27.4,14.634,3.4,38.4,16.7838,4.8,41,10,2005-09-28,8,1,"9","Wednesday",3.4529,0,5,-11
"1790",1359541,2005-02-17,11,11,11,1,1,1,9,0,2005-02-17,1,1,"2","Thursday",11,1,9,10
"1791",1359547,2005-06-17,692,692,692,571.3,571.26,571.3,236,0,2005-06-17,1,1,"6","Friday",692,571.26,236,120.7
"1792",1359580,2005-02-16,4693.1,1130.3425,151.4,4590.6,1107.6073,148.1,5158,164,2005-07-30,26,4,"2","Saturday",139.5,59.75,64,102.5
"1793",1359583,2005-09-10,0.1,0.1,0.1,0,0,0,1,0,2005-09-10,1,1,"9","Saturday",0.1,0,1,0.1
"1794",1359607,2005-05-06,22,11.5,7.3,15.8,12.25,5.2,41,2,2005-05-08,2,1,"5","Sunday",13.5,12.25,25,6.2
"1795",1359627,2005-02-19,3,3,3,3,3,3,3,0,2005-02-19,1,1,"2","Saturday",3,3,3,0
"1796",1359629,2005-03-19,12.1,10.5,6,12.6,11.325,6.3,12,188,2005-09-23,2,2,"3","Friday",10.5,11.325,11,-0.5
"1797",1359635,2005-02-20,2,2,2,0,0,0,2,0,2005-02-20,1,1,"2","Sunday",2,0,2,2
"1798",1359639,2005-09-07,300.8,257.562,100.3,234.7,219.9279,78.2,113,7,2005-09-14,2,1,"9","Wednesday",40.2231,12.8687,13,66.1
"1799",1359656,2005-09-17,144.6,144.6473,144.6,113.5,113.4602,113.5,63,0,2005-09-17,1,1,"9","Saturday",144.6473,113.4602,63,31.1
"1800",1359671,2005-03-14,3.5,3.5398,3.5,0.6,0.5899,0.6,6,0,2005-03-14,1,1,"3","Monday",3.5398,0.5899,6,2.9
"1801",1359672,2005-02-15,45.4,29.5618,11.4,20.5,10.7498,5.1,29,27,2005-03-14,3,2,"3","Monday",43.0618,18.5498,27,24.9
"1802",1359680,2005-02-28,26.5,10.5,6.6,9.5,3.03,2.4,34,158,2005-08-05,2,2,"2","Friday",14.5,4.5,20,17
"1803",1359730,2005-02-15,18.5,18.5,18.5,27,27,27,16,0,2005-02-15,1,1,"2","Tuesday",18.5,27,16,-8.5
"1804",1359749,2005-05-27,335.4,173,41.9,277.7,203,34.7,75,115,2005-09-19,6,3,"9","Friday",24,13,6,57.7
"1805",1359751,2005-04-11,2.7,2.6845,2.7,0,0,0,3,0,2005-04-11,1,1,"4","Monday",2.6845,0,3,2.7
"1806",1359766,2005-08-13,5,5,5,0,0,0,5,0,2005-08-13,1,1,"8","Saturday",5,0,5,5
"1807",1359778,2005-03-03,26.5,11.5,6.6,23.8,9,5.9,31,10,2005-03-13,4,1,"3","Friday",3,0,4,2.7
"1808",1359793,2005-02-16,1,1,1,0.8,0.825,0.8,2,0,2005-02-16,1,1,"2","Wednesday",1,0.825,2,0.2
"1809",1359800,2005-06-01,10189.7,3512.5,849.1,9173.8,2489,764.5,6354,60,2005-07-31,11,2,"6","Thursday",216.5,161.75,318,1015.9
"1810",1359802,2005-02-18,209,82,41.8,173,91.5,34.6,137,4,2005-02-22,5,1,"2","Friday",13,6,13,36
"1811",1359847,2005-02-15,184.8,151,37,111.2,92.46,22.2,56,3,2005-02-18,4,1,"2","Tuesday",3.72,2.36,3,73.6
"1812",1359893,2005-02-22,49,31,12.2,41,36,10.2,25,186,2005-08-27,4,3,"8","Saturday",5,0,2,8
"1813",1359953,2005-02-15,115,78,23,100.5,68.91,20.1,88,7,2005-02-22,4,1,"2","Friday",0.5,0.4125,1,14.5
"1814",1359954,2005-02-15,26,26,26,21.4,21.35,21.4,17,0,2005-02-15,1,1,"2","Tuesday",26,21.35,17,4.6
"1815",1359965,2005-02-27,23,16,11.5,10.9,7.5,5.5,23,0,2005-02-27,1,1,"2","Sunday",23,10.95,23,12.1
"1816",1359989,2005-05-06,38041.3,25754.4475,9510.3,34878.8,23972.2114,8719.7,2799,116,2005-08-30,4,2,"5","Friday",2739.4009,1993.137,156,3162.5
"1817",1360007,2005-02-15,31.5,10.312,6.3,23.7,8.4172,4.7,54,225,2005-09-28,3,2,"2","Friday",6,5.45,9,7.8
"1818",1360013,2005-03-04,226.8,39,10.3,182.3,35,8.3,139,88,2005-05-31,17,2,"3","Monday",12,9.9,1,44.5
"1819",1360025,2005-09-17,0.1,0.1,0.1,0.1,0.0825,0.1,1,0,2005-09-17,1,1,"9","Saturday",0.1,0.0825,1,0
"1820",1360040,2005-09-02,18692.4,15175.41,2670.3,17603.6,14542.2365,2514.8,1183,28,2005-09-30,7,1,"9","Friday",768.6874,826.4509,245,1088.8
"1821",1360053,2005-02-19,407.2,189.398,45.2,274.9,206.735,30.5,77,50,2005-04-10,9,3,"3","Friday",32.202,0,1,132.3
"1822",1360103,2005-02-16,1608.1,1222.439,201,1468.3,1124.6932,183.5,1031,16,2005-03-04,6,2,"2","Thursday",19.3277,16.6679,9,139.8
"1823",1360117,2005-03-26,58.5,36.5,9.8,41.2,27.75,6.9,99,21,2005-04-16,6,2,"3","Saturday",3,0,1,17.3
"1824",1360136,2005-06-04,620.1,389.764,155,555.9,376.7137,139,127,13,2005-06-17,3,1,"6","Friday",467.164,412.1137,99,64.2
"1825",1360147,2005-02-22,2616.3,638.9952,218,2343.4,554.8344,195.3,437,69,2005-05-02,12,3,"2","Tuesday",16.9823,19.4751,5,272.9
"1826",1360162,2005-08-27,3473,664,192.9,3262.8,616.25,181.3,976,19,2005-09-15,14,2,"9","Monday",473.98,339.51,178,210.2
"1827",1360171,2005-02-20,333.3,240.1848,83.3,300.1,241.7148,75,256,19,2005-03-11,4,2,"2","Friday",22.4188,17.6991,34,33.2
"1828",1360174,2005-06-11,7,7,7,4.5,4.5,4.5,14,0,2005-06-11,1,1,"6","Saturday",7,4.5,14,2.5
"1829",1360186,2005-02-17,0.8,0.8,0.8,0.7,0.66,0.7,1,0,2005-02-17,1,1,"2","Thursday",0.8,0.66,1,0.1
"1830",1360226,2005-02-15,37,20.8322,12.3,35.9,16.7424,12,50,2,2005-02-17,3,1,"2","Thursday",4.032,2.9554,6,1.1
"1831",1360229,2005-08-16,17.7,12.1,4.4,10.7,7,2.7,74,5,2005-08-21,4,1,"8","Saturday",1.5,1.6,9,7
"1832",1360240,2005-02-15,34,30.55,11.3,25.2,24.76,8.4,18,78,2005-05-04,3,2,"2","Wednesday",3,0,1,8.8
"1833",1360280,2005-05-06,11.5,11.5,11.5,3.9,3.9,3.9,16,0,2005-05-06,1,1,"5","Friday",11.5,3.9,16,7.6
"1834",1360286,2005-02-15,231,51.7445,25.7,170.6,44.3524,19,326,7,2005-02-22,6,1,"2","Friday",1.344,1.344,2,60.4
"1835",1360293,2005-02-15,2,2,2,1,1,1,2,0,2005-02-15,1,1,"2","Tuesday",2,1,2,1
"1836",1360308,2005-02-16,118.1,28.8,11.8,78.3,23.76,7.8,50,224,2005-09-28,7,2,"2","Wednesday",8,6.6,1,39.8
"1837",1360347,2005-03-31,1145.7,587.59,286.4,875.2,387.58,218.8,113,16,2005-04-16,4,2,"4","Friday",46.45,21,22,270.5
"1838",1360356,2005-04-27,9.5,9.5,9.5,4.5,4.5,4.5,15,0,2005-04-27,1,1,"4","Wednesday",9.5,4.5,15,5
"1839",1360380,2005-02-25,0.7,0.5,0.2,0.6,0.4125,0.2,3,10,2005-03-07,3,2,"3","Friday",0.5,0.4125,1,0.1
"1840",1360389,2005-09-12,450,450,450,385.1,385.05,385.1,21,0,2005-09-12,1,1,"9","Monday",450,385.05,21,64.9
"1841",1360400,2005-09-25,30,30,30,15.6,15.6,15.6,21,0,2005-09-25,1,1,"9","Sunday",30,15.6,21,14.4
"1842",1360414,2005-07-07,8.3,7,4.1,6.5,6.5,3.2,9,0,2005-07-07,1,1,"7","Thursday",8.2887,6.5,9,1.8
"1843",1360421,2005-05-02,3,3,3,2.5,2.475,2.5,1,0,2005-05-02,1,1,"5","Monday",3,2.475,1,0.5
"1844",1360426,2005-04-09,12.8,12.8,12.8,10.6,10.56,10.6,1,0,2005-04-09,1,1,"4","Saturday",12.8,10.56,1,2.2
"1845",1360439,2005-06-16,201.7,87.17,67.2,163.5,79.21,54.5,131,6,2005-06-22,3,1,"6","Friday",31.05,24.5,4,38.2
"1846",1360452,2005-09-20,2.9,1,0.6,2.4,0.825,0.5,5,9,2005-09-29,5,1,"9","Tuesday",0.5,0.4125,1,0.5
"1847",1360455,2005-05-05,19.5,19.478,19.5,18.6,18.5691,18.6,8,0,2005-05-05,1,1,"5","Thursday",19.478,18.5691,8,0.899999999999999
"1848",1360458,2005-02-24,583.4,130.2,25.4,349,74.75,15.2,336,202,2005-09-14,21,4,"3","Friday",5,2,4,234.4
"1849",1360468,2005-03-06,13,13,13,3,3,3,10,0,2005-03-06,1,1,"3","Sunday",13,3,10,10
"1850",1360475,2005-03-28,2.8,2,0.9,2.3,1.65,0.8,2,7,2005-04-04,3,2,"4","Monday",0,0,0,0.5
"1851",1360477,2005-02-15,604.3,298.83,40.3,508.6,261.55,33.9,165,69,2005-04-25,12,2,"4","Tuesday",2.88,1.49,2,95.6999999999999
"1852",1360499,2005-09-29,102.6,88.1523,51.3,198.4,181.9246,99.2,115,1,2005-09-30,2,1,"9","Friday",88.1523,181.9246,95,-95.8
"1853",1360512,2005-07-01,205.6,147.8016,51.4,174,135.374,43.5,293,32,2005-08-02,4,2,"7","Friday",12.7427,5.3499,14,31.6
"1854",1360517,2005-02-15,39.3,25.9361,9.8,32.5,23.9547,8.1,50,227,2005-09-30,4,2,"2","Friday",25.9361,23.9547,24,6.8
"1855",1360551,2005-02-18,6.9,0.5,0.3,5.7,0.4125,0.2,35,218,2005-09-24,27,6,"9","Saturday",0.2,0.165,2,1.2
"1856",1360558,2005-03-16,9.5,9.5,9.5,11.7,11.7,11.7,15,0,2005-03-16,1,1,"3","Wednesday",9.5,11.7,15,-2.2
"1857",1360567,2005-02-16,495.6,102.4,24.8,324.8,73.9,16.2,369,72,2005-04-29,19,3,"4","Friday",40.81,34.81,40,170.8
"1858",1360583,2005-02-21,5.9,4.032,2,0,0,0,6,1,2005-02-22,2,1,"2","Monday",4.032,0,4,5.9
"1859",1360584,2005-02-15,755.5,362.0093,94.4,711.5,357.3904,88.9,1183,132,2005-06-27,7,3,"2","Monday",3.5864,0,3,44
"1860",1360588,2005-03-11,345,345,345,207,207.01,207,31,0,2005-03-11,1,1,"3","Friday",345,207.01,31,138
"1861",1360590,2005-02-25,1.9,0.8,0.2,1.6,0.66,0.1,11,89,2005-05-25,11,4,"5","Wednesday",0.1,0.0925,1,0.3
"1862",1360630,2005-03-09,13,11.5,6.5,5.6,5.1,2.8,12,15,2005-03-24,2,1,"3","Thursday",11.5,5.1,9,7.4
"1863",1360660,2005-02-15,26.5,21.5,13.2,10.8,7.75,5.4,22,1,2005-02-16,2,1,"2","Tuesday",5,3,4,15.7
"1864",1360663,2005-02-19,230.4,151.5,76.8,194,129.1,64.7,320,3,2005-02-22,3,1,"2","Saturday",32.9,24.9,54,36.4
"1865",1360668,2005-03-27,16.2,13,8.1,14.2,13,7.1,30,1,2005-03-28,2,1,"3","Monday",3.25,1.25,6,2
"1866",1360700,2005-02-19,706.4,443.5246,235.5,723,522.8899,241,216,43,2005-04-03,3,2,"2","Monday",33.9588,25.4543,25,-16.6
"1867",1360719,2005-08-31,46.9,46.9,46.9,33.9,33.9,33.9,19,0,2005-08-31,1,1,"8","Wednesday",46.9,33.9,19,13
"1868",1360743,2005-02-16,13470,2846,841.9,14926.1,3346,932.9,822,35,2005-03-23,12,2,"2","Friday",135.41,125,5,-1456.1
"1869",1360749,2005-03-10,199.7,64.24,33.3,143.4,45.22,23.9,65,39,2005-04-18,6,2,"3","Monday",2,4.74,1,56.3
"1870",1360777,2005-02-15,132.5,132.5,132.5,102.5,102.5,102.5,28,0,2005-02-15,1,1,"2","Tuesday",132.5,102.5,28,30
"1871",1360814,2005-06-10,28.6,20.4219,14.3,24.8,15.7465,12.4,43,1,2005-06-11,2,1,"6","Friday",20.4219,15.7465,26,3.8
"1872",1360854,2005-02-17,1.5,1.49,1.5,1,0.99,1,2,0,2005-02-17,1,1,"2","Thursday",1.49,0.99,2,0.5
